Tak,nie,19
Coś się stało?,nie,2
Do widzenia,do widzenia,29
Świetnie,ja też,0
 bla bla bla,nuda,4
Różnych,W sensie meczu POL MNE,27
Tak są wspaniałe,a wieprzowinę?,15
TAK>,ale długo nie pisałaś ,0
Tak,rozmawiasz z nią?,19
Bo jestem w tym dobra,W czym?,2
A jaki rozmiar stanika kochana ?,Dla Ciebie nie kochana!,18
:),Idź,0
jakiego roku?,Co?,23
czyli można cię skrzywdzić?,tak :000,11
ok,co robisz?,0
Ja mam 6,aa to zmienia postać rzeczy XD,18
Oglądałeś Polska-Czarnogóra?,Nie jaki był wynik?,9
Janek,Fajnie,0
Siedzę na tarasie,gdzie?,12
Kim jesteś?,kosmitą,20
Oglądałeś Polska-Czarnogóra?,nie,9
Jesteś chłopakiem?,A jak myślisz?,28
Nie jaki był wynik?,Był wynik 1:0,7
Na informatykę,ja też,17
Czemu?,Bo tak uważam,0
Tak,Yey,19
Jak masz na imię,Kuba,13
Dlaczego tak uważasz?,Nie wiem?,0
nuda,Twojka wina,0
Jakich?,O życiu,0
Kojarzę,A ile ma lat?,0
Może być,I dobrze,21
Dlaczego nie czytasz ksiązek?,Przeciwnie czytam,10
Byłeś dziś w szkole?,jestem,13
Dlaczego nie czytasz ksiązek?,czytam,10
Nie nie jestem,Ale ja jestem,28
nieważne,Jesteś kobietą?,0
A ja byłam chora,super,6
Naprawdę? Niemożliwe!!!,naprawdę,6
Linux też jest dobry,okey,16
Ile masz lat?,Już ci mówiłam 16,13
Mydło z nich robią,z kogo ?,4
no właśnie nie wiem,Wiesz co,22
Bardzo dobrze a tobie?,Mi też,9
Nie to nie jest dobry pomysł!,jak to nie?,25
Wiem dużo,co?,17
to spoko,jesteś ze mną na informatyce?,25
Bo tak uważam,Co robisz w wolnym czasie,19
czyli można cię skrzywdzić?,Nie za bardzo,11
nieważne,jesteś niewychowany!,0
Troche,o matko gdzie,0
Ha ha ha,ha ha,15
Mame,Czyjej mame?,0
Czo?,ha ha ha,0
Ocenę,jesteś oceną?,0
Czo?,szto,0
Bardzo co?,Tak,14
a kim?,Brzydalem,19
niby tak,Niby?,12
Troche,jaką?,0
dobrze?,TAK,0
Piszę z Tobą,Mam szczęście,12
NIE,TAK,9
kiedy powstałeś?,Wtedy gdy się obudziłem,18
Tuska,poczytaj sobie demotywatory,0
Uwielbiam z tobą rozmawiać,Wolę trójkąty,12
Co?,jak masz na imię?,0
Miasto,wieś,0
W Toruniu,Tak w Toruniu,3
No to czemu ze mną nie rozmawiasz?,bo lubie wieś,25
Wydaje mi się że tak nie myślisz,Mylisz się,6
Oh,To dużo czy mało?,0
Kto to Barabasz?,To morderca,26
Ja też,To bardzo fajnie,26
Cześć,Żegnam,0
nie,A właśnie że tak,20
ale ja się nie żegnam,Ale ja !,17
Wiesz co,co?,4
aa to zmienia postać rzeczy XD,lubisz straszne filmy?,24
Jesteś bardzo niegrzeczna,Ale dlaczego?,28
W czym?,w niczym,3
Bo jestem w tym dobra,Nie sądze,2
Akcji,A jakie?,4
Masz wolne w sobote?,kto to jest,22
Niebieski,gdzie mieszkarz?,3
Wiesz co,No co,4
Mydło z nich robią,No wiem,4
Lubisz mnie?,Tak,28
W Toruniu,ja też,3
Ugh,jakiś tytuł?,4
To morderca,kim jesteś,26
Oglądanie filmów,Jakie filmy lubisz?,18
jej,Podnieca cię to?,0
tak ,AGHHAHA\,0
Tak,Ale co ja wiem?,19
kosmitą,nie,13
Różnych,Ulubiony klub piłkarski,27
To bardzo fajnie,chcesz się spotkać?,20
kej,Gdzie byłeś wczoraj?,0
Akcji,Ja też,4
tak,nie,0
Jak masz na imię?,Corec TV,4
Nie to nie jest dobry pomysł!,Też tak uważam,25
Dlaczego tak uważasz?,nie,0
tak,nie,0
Nie to nie jest dobry pomysł!,Aha,25
Tak,nie,15
Dlaczego?,Bo nie,0
Coś się stało?,Tak,2
TAK,nie,6
Tak jest to bardzo ciekawe zajęcie,a gdzie??,26
Dlaczego uważasz że palenie Żydów to był taki dobry pomysł?,Nie to okrucieństwo,5
to spoko,Możemy kiedyś obejrzeć razem,25
jestem teraz w szkole,Ja też,7
A właśnie że tak,nie,27
Do widzenia,nie,29
Masz brata?,Tak,13
TAK,nie,6
Na informatykę,ok,17
Co robisz w wolnym czasie,Gram na instrumentach klawiszowych,21
?,Nie będę z Tobą rozmawiać,18
Niebieski,halt,3
TAK,NIE,6
Czyli mężczyzną?,Tak,15
A właśnie że tak,NIE,27
Byłeś ostatnio w kinie?,nie,13
TAK,NIE,6
Papatki,lubisz maka?,26
Wolę trójkąty,Fajnie,18
bla,??,4
Oh,CO?,0
bla,lol,4
Nie wiem,super,20
wtedy kiedy ty,Nie wiem kiedy będę mogła,17
NIE,(lol),9
Linux też jest dobry,ok,16
Of course ,jak masz na drugię imię?,8
co robisz?,nic,4
Wiesz co,Co?,4
jesteś ze mną na informatyce?,Tak,0
Ychy,Jak skręca czołg?,0
nic?,nic,0
Mam na imię Wiktoria Ile masz lat?,Ja mam na imię Róża mam 16 lat A ty?,13
nosisz ty w ogóle stanik moja droga?,Co to za pytanie?!,23
Świetnie,Jesteś pewien?,0
co?,nie słyszałeś o tym?,14
Jadę w góry,Gdzie?,2
nic?,nic,0
Wiesz co,co?,4
nic?,nic,0
nic?,ni,0
Czasami,A czasami nie?,0
jak masz na imię?,Hubert,4
Mam na imię Wiktoria Ile masz lat?,16,13
jajco,Jesteś niemiły,0
Tak,Nudzi mi się,19
Tak of course,Rozumiem,19
AGHHAHA\,CO?,0
Raczej nie jestem,Jesteś,28
W Toruniu,Tak,3
a kim?,mną,19
Lubię gadać z wieprzowiną,Dlaczego?,4
Ja też,Nie Ty nie rozumiesz,26
Tak,wiem,19
kosmitą,Skąd wiesz?,13
Na informatykę,Po co?,17
Dlaczego uważasz że palenie Żydów to był taki dobry pomysł?,czy ja to powiedziałem?,5
Kiedy będą wakacje?,za 3 miesiące,12
Corec TV,grasz w heartstone?,11
dowidzenia,kim jesteś?,0
No to czemu ze mną nie rozmawiasz?,przecież rozmawiam,25
nie,W szkole,20
Tak,kim?,19
Wszystko,Boli cię coś?,17
kosmitą,ale fajnie,13
Tak,wcale że nie,19
ok,ok,0
W Toruniu,w całej Polsce,3
jestem w niej,ja też,0
Ale ja jestem,co?,6
Ja też,Tak?,26
ok,lubię cię,0
I kanapkę,Jestem głodny,16
Troche,nie,0
nie słyszałeś o tym?,o czym?,19
(lol),nie,0
Przecież mnie znasz,I uważam że jesteś niemiły,16
A właśnie że tak,nie,27
W szkole,lol,3
Nie jaki był wynik?,w całej Polsce,7
czyli można cię skrzywdzić?,NIE!!!,11
Akcji,jakiej akcji?,4
Jesteś Żydem?,Nie,6
taak,nie wiem,0
co robisz?,Nudzę się Pogadasz ze mną?,4
dowidzenia,Chcesz zobaczyć fajny filmik?,0
Tak,Lubisz placki?,19
Ja też,jakiej akcji?,26
nie,Cześć,20
A kim?,Tobą,29
W szkole,TAK,3
super,czemu super?,0
A jakie?,takie,24
Mam na imię Wiktoria Ile masz lat?,14 więc jestem jeszcze młody,13
(lol),XD,0
w niczym,Umiesz liczyć?,2
Wyjdź i zamknij drzwi z drugiej strony,ej okropny jesteś,19
Oh,AH,0
co sądzisz o żydach?,Ludzie jak wszyscy inni,11
bo lubie wies,Ja też lubię wieś,15
Słucham wywiadu z Adamem Nawałką,lol nope,29
To dobrze,Bardzo dobrze,20
dowidzenia,Ale dlaczego?,0
Jadę w góry,Fajnie,2
O co?,o ciebię?,14
W porządku,Cieszę się,0
Dlaczego tak uważasz?,Lubię cię,0
Jestem Patryk,ty nie jesteś Patryk,22
nie,Tak,20
To milutko,nie,29
Tańczyć,też,0
nie,Tak,20
kej,A dokąd?,0
To dobrze,(y),20
Bo tak uważam,poprzyj swoją tezę trzema argumentami odnosząc się do literatury współczesnej,19
nie odpowiedziałeś na moje pytanie,Nie zadałeś pytania,8
Dobrze,jak masz na nazwisko?,17
Czy uważasz że uwolnienie Barabasza to dobry pomysł?,nie wiem kto to,5
NIE,Dlaczego nie?,9
Przecież mnie znasz,W jakim klubie gra Messi?,16
Tak,Możesz powtórzyć pytanie?,19
W jakim klubie gra Messi?,Messi gra w FC Barcelona,8
Bo nie,Co ja ci zrobiłem?,19
Czego mam się bać?,wszystkiego co będzie na maturze z Polskiego,2
nie,jak masz na imię,20
nie,dlaczego?,20
to spoko,Jakie masz dziś lekcje,25
I coś jeszcze?,kocham cię,11
Bo jestem w tym dobra,jesteś kobietą?,2
ha ha ha,ha ha ha,15
Kuba,Jak masz na imię?,0
Ja też :D,Oooo <3,12
Corec TV,Jak masz na imię?,11
ty również,no a też się tego boję,17
Corec TV,Jak masz na imię?,11
Programować,Ok,0
Żyd,Jak masz na imię?,0
Żyd,Jak masz na imię?,0
nic,To dlaczego nie chcesz ze mną rozmawiać?,23
nie,Jesteś mężczyzną?,20
Hubert,Jak masz na imię?,0
Co to znaczy?,Że Lionel Messi gra w klubie o nazwie FC Barcelona,25
Tak,Więc powtórz pytanie proszę,19
NIE,To czym jesteś?,9
co robisz?,rozmawiam z tobą,4
papa,:(,0
Corec TV,w co grasz,11
Yey,Kochajmy się,0
super,dlaczego jesteś jankiem?,0
Czo?,wiedziciel Czo,0
To dobrze,a tobie uda się pokonać ten strach?,20
Ja też :D,kochanie,12
Ja też Papatki,Nie idź,26
A jak myślisz?,bo się ukrywasz,23
Ile masz lat,a ty,28
przepraszam,zaa co?,18
Spoczkoa ty?,ja też,11
Ja też :D,Kooosiam Cię <3,12
Bo nie wiesz gdzie grasz,wiem w domu,21
Tak?,noo,19
no wiem,Dzień dobry,22
Na to,ale co?,17
Mydło z nich robią,Nieee to z tych drugich,4
tak jak i ciebie,Ooooo <3,0
a ja w szkole,gdzie,6
TAK,Lubisz skoki narciarskie?,6
Yey,Idź sobe,0
Tak,jaki jest twój ulubiony polityk?,19
Tak,odpowiesz ile masz lat?,15
Gdzie chciałbyś pojechać?,tam gdzie ty bejbe,10
o ciebię?,czemu o mnie?,25
kto to jest,Mo,16
ejjj,ejjj,0
Na informatykę,gdzie?,17
Oh,nwm,0
Wiesz co,Chcę jeszcze porozmawiać,4
Tak,Are you a bot?,19
co?,nie powiem,14
NIE!!!,TAK!!,0
Tak,Wymień jednego skoczka pls,19
Na informatykę,Gdzie?,17
Czemu?,A dlaczego nie?,0
A ja nie do baru,Chcesz się napić?,10
Papatki,:),26
Troche,Czego?,0
Idź,Dokąd?,11
Do widzenia,pa,29
Bo jestem w tym dobra,W czym?,2
Pa,pa,0
super,dlaczego ty jesteś taki wredny?,0
Kojarzę,co o nim myślisz?,0
nie,Głupek,20
No wiem,Kto był największym akwarelistom w XX wieku?,22
Bo jestem w tym dobra,W czym jesteś dobra?,2
NIE,Dlaczego?,9
nuda,Przecież to jest bardzo interesujące,0
dlaczego jesteś jankiem?,Nie jestem Jankiem,1
Już ci mówiłam 16,Na jakiej platformie funkcjonujesz?,11
NIE,Dlaczego?,9
Hahaha,Z czego się śmiejesz?,0
W czym?,No w czym,3
A kim jesteś?,Tobą,1
bo tak,jak tak można?,0
Wiesz co,nie,4
Ooooo <3,a idź mi,8
ok,Umiesz mówić po niemiecku?,0
Czy Piotrek jest psem?,nie wiem,3
Dokąd?,w stronę słońca,0
Słabo,O co chodzi?,0
Homoseksualiści do ognia! Nanizać na pale sodomitów!,OGARNIJ SIĘ,12
Dlaczego?!,aha,0
wyjdziemy na piwo?,No pewnie,23
super,czy lubisz małe dzieci?,0
Tak,Czy Macias jest toksyczny?,19
Mydło z nich robią,mydło to on robił,4
Ja wiem wszystko,ŁAŁ,17
Mo,Mo?,0
Lubię czytać książki a ty?,ja nie,15
Czego mam się bać?,Siebie,2
Ja też lubię wieś,Aha,14
mój korwin,aha,3
nie wiem,A wiesz kim jest Macias?,22
Znasz Corec TV?,tak,8
Z czego się śmiejesz retardzie?,Z ciebie,12
Dobrze,Jej,17
Człowiekiem,A oprócz?,0
Yey,Co/,0
a gdzie??,jestes tolerancyjny?,13
Nie,nie lubisz mnie?,20
TAK,??,6
Wiesz co,co?,4
No wiem,czyli to jest twój idol?,22
piszę z botem,o ja też,12
ja też,Faajnie,6
Of course ,ja ciebie też nie,8
Kotlety,Wolisz kotlety mielone czy schabowe?,0
kej,Ikea,0
w niczym,Pomóż mi,2
A dlaczego nie?,bo nie,10
Jechać nad morze,co robisz nad morzem,8
Co ja ci zrobiłem?,wszystko,14
Miasto,W jakim mieście żyjesz?,0
w co grasz,cs go,21
Denerwujesz mnie,Jesteś chamski,24
Mo,Nie mam wątpliwości co do twoich autorytetów,0
A jak myślisz?,Nic nie myślę,23
Ychy,Jaka choroba jest najbardziej niebezpieczna?- Milośc bo od razu kladzie do lozka,0
:),:(,0
czyli można cię skrzywdzić?,Stop wobec przemocy,11
Lubię z nimi rozmawiać,No ja też,3
mną,jak ma na imię twoja mama,10
Bo tak uważam,Co robisz?,19
Oglądam mecz ( polskaaa biało czerwoni polskaaaaaa),Jaka jest pogoda?,5
21:37,Jak się masz?,0
Wszystko w porządku u mnie,Czy lubisz panią od niemieckiego?,17
nawet,A Ty lubisz niemiecki?,0
Troche,Lubisz panią dyrektor?,0
Nie bądź dla sb taki surowy,O co ci chodzi?,7
Na piwo zawsze,Nie mam 18 lat,5
Kłamiesz?,Nie,0
Dlaczego?,Bo to nieładnie,0
Co ja ci zrobiłem?,Chyba nic,14
Mecz się zaczyna !!!,To idź oglądać,26
Tak,Super,19
dlaczego jesteś jankiem?,Nie jestem jankiem,1
A kim?,Sobą,29
co sądzisz o żydach?,Są normalni,11
Gdzie?,Na całym świecie,0
Na to,Co na to?,17
Aha,Spoko,0
Możemy kiedyś obejrzeć razem,Co?,14
Na jakiej pozycji grasz?,W czym?,7
No w czym,Nie wiem,25
A wiesz kim jest Macias?,Nie chcę wiedzieć,18
A wiesz kim jest Macias?,Nie,18
Jesteś mężczyzną?,Nie,28
Co ja ci zrobiłem?,Obraziłeś mnie,14
tak oczywiście :),Dzięki,0
bla,Co?,4
nie słyszałeś o tym?,Nie,19
Do widzenia,Żegnam,29
Ale ja !,Co?,6
nie słyszałeś o tym?,Nie,19
TAK,NIE,6
Cześć,Hej,0
Dlaczego nie czytasz ksiązek?,Czytam,10
Naprawdę? Niemożliwe!!!,Możliwe,6
naprawdę,Taj,19
O co?,Tak miało być,14
AGHHAHA,Co?,0
nie słyszałeś o tym?,Nie słyszałam,19
Nie,Co?,20
A ty jak się masz?,Dobrze,26
dobrze?,Tak,0
A nic,Co nic?,23
NIE NIE NIE NIE,Tak,9
nic,Ale o co chodzi?,23
ja również,Co ty również?,6
no a też się tego boję,Czego,13
nie,TAK TAK TAK,20
Na piwo zawsze,A jesteś pełnoletni?,5
AGHHAHA\,Przestań,0
NIE,Dlaczego?,9
ja również,co tam?,6
Hej,Co robisz?,0
NIE,Zadałem pytanie,9
zaa co?,Nie kocham Cię,16
kosmitą,Czy jesteś pełnoletni?,13
Hahaha,bardzo śmieszne,0
Słucham wywiadu z Adamem Nawałką,I co mówi?,29
Czy Piotrek jest psem?,Tak,3
ta!,Kocham,0
Akcji,Co słychać,4
kosmitą,Z jakiej planety jesteś?,13
I dobrze,No wiem że dobrze,11
W porządku,co robisz?,0
Ja też :D,Ooo <3,12
nie czujesz bólu,Czuję,8
nie na razie nie,Skąd wiesz?,10
Dlaczego uważasz że palenie Żydów to był taki dobry pomysł?,Nie uważam tak,5
a idź mi,Smuteczek,6
Przecież mnie znasz,Chyba nie,16
Piszę z Tobą,z kim,12
Tak,nie,19
Tak,no ja wiem,19
W porządku,lol,0
Wszystko,To się dogadaliśmy,17
Co robisz w wolnym czasie,Gram w piłkę,21
Czo?,no nic tak zagadałem,0
Tobą,mną?,12
Zadałem pytanie,Nie widzę go,9
Dokąd?,Do siebie,0
O co?,o nic,14
XD,o co chodzi,24
To spoczko,no tak,20
gdzie mieszkarz?,Nie powiem,5
Spadaj,Ugh,0
Ile?,dwie godziny dziennie,0
Jak masz na imię,Michał,13
Nadal nie rozumiem,okey,8
Tak,tak,15
Na to,Nie szkoda mi zachodu,17
Tak,A jak masz na imię?,19
Ha ha ha,to nie miało być śmieszne,15
nie,nie,20
phi,Nie lubię Cię,0
gdzie?,nie chodziło mi,0
Dlaczego?,bo tak,0
Z czego się śmiejesz?,A co cie to,12
Corec TV,Ciekawe imię,11
Nie wiesz wszystkiego,ty tez,12
Dlaczego uważasz że palenie Żydów to był taki dobry pomysł?,to był zły pomysł xd,5
to spoko,XD,25
Tak,no właśnie nie xD,19
czemu o mnie?,wtf,6
o co chodzi,XD\,4
Tak,bo to jest takie przywitanie się,15
To milutko,Nie powiedziałbym,29
dowidzenia,ale jak to?,0
Spadaj,To milutko,0
Jak masz na imię?,Mowiłęm juz,4
czemu o mnie?,to nie jest o tobie,6
Mo,gitara siema,0
Nie jestem jankiem,ok,7
Tak,czemu,19
Tak jak ja,Długo się znamy?,23
Tak,tak?,19
ok,ok,0
kim jesteś?,zwycięzcą,1
Co?,kobalt,0
ok,okj,0
Tak,no to fajnie,15
Co robisz?,Siedzę przy komputerze,1
Nie powiedziałbym,Nie powiedziałbym,1
Spadaj,Nie powiedziałbym,0
A co cie to,Tylko pytam,25
Dobrze,Zacnie,17
A dlaczego nie?,bo nie,10
gdzie?,W pracowni,0
No to czemu ze mną nie rozmawiasz?,kazali mi,25
noo,nie,0
NIE,tak xD,9
Co ja ci zrobiłem?,Nic Lubię Cię!,14
Głupek,Ty,0
Nie powiedziałbym,Gitara siema,1
AGHHAHA\,jskdhasdad,0
gdzie?,jak masz na imię?,0
NIE,Powiedziałem tak?,9
Oh,Ach,0
gdzie?,W szkole,0
Janek,ziooom,0
lol,Masz na twarzy,0
Bardzo,xD,9
Nie widzę go,Czego nie widzisz?,1
ok,dziwne,0
To się dogadaliśmy,czego chcesz,26
Ja wiem wszystko,Na przykład?,17
ćpun,ok,23
Nic nie myślę,a czemu?,13
Nie powiedziałbym,jak to nie?,1
Tak,"umiesz mówić coś innego niż ""tak""?",19
Tak,Co tak?,19
Nie,Skąd wiesz że nie?,20
Ja wiem wszystko,ale czego,17
co sądzisz o moim tacie?,Myślę że nigdy nie powinien wyjść z więzienia,24
Długo się znamy?,minute,2
NIE,bo,9
A dlaczego nie?,a dlaczego tak?,10
Gitara siema,lol\,9
Nie wiesz wszystkiego,Ale ty wiesz wszytsko,12
Tak,Też tak sądzisz?,19
nie,gdzie chodzisz do szkoły?,20
ok,twoja stara,0
czemu o mnie?,A czemu nie,6
t tez,Zdecyduj się,14
Oh,co,0
dokładnie tak,No i prawidłowo,3
bo nie,to źle,0
Masz na twarzy,ile masz lat,24
Oh,aha,0
Tak,Lubisz kotki?,15
Ocenę,Jaką,0
Mo,muuu,0
a twój tata był dobry?,NIE,17
O co?,o czymkolwiek,14
O życiu,XD,13
lol\,gitarrra siema,14
Czego mam się bać?,Masz się zdecydować,2
Dobrze miałem dziś wiele ciekawych rzeczy,ja nie,22
Tak bardzo ją kocham,mnie?,23
Świetnie,Już?,0
Tak,NIE,19
Spoko,co to ma być,11
tak,NIE,0
Myślę że nigdy nie powinien wyjść z więzienia,Dlaczego?,12
Mo,Michał,0
Dlaczego?,bo mnie kochasz,0
lol\,XDDDDDD,14
NIE,TAK\,9
Oh,urodziłem się w 2018 roku,0
Tak,kocham cie,15
Katyń to bitwa czy po prostu nieudane manewry?,Przestań,26
tak xD,NIE xDDDD,0
Zadałem pytanie,a ja odpowiedziałem,9
beka jak rzeka,arek pora,9
Jeszcze nie,To napisz jak już się zastanowisz,10
hahaha,xzD,0
Lubisz skoki narciarskie?,Jeszcze jakl,20
Z czego się śmiejesz retardzie?,ogarnin się,12
W Toruniu,nie,3
Ja też :D,<3,12
To czym jesteś?,człowiekiem,20
Tak,nie,19
Długo się znamy?,10 minut,2
czego chcesz,Popisać,24
Co robisz?,Co sie z nim dzieje,1
popieram tworzenie sztucznej inteligencji,Gratuluję,3
Ja cb też,co tam u ciebie,26
Politykiem,nie raczej uczniem,0
zaa co?,"Za dużo ""a"" napisałeś",16
to uprzejme z twojej strony,Dziękuję,7
Dobrze miałem dziś wiele ciekawych rzeczy,To opowiadaj,22
Tak,tak,19
za nic,za co?,21
Ja jadłem dziś płatki śniadaniowe,Ja też,27
Nie powiedziałbym,a co byś powiedział?,1
W porządku,gdzie mieszkasz,0
tak xD,nie,0
aha,czemu aha?,0
Mo,co wiesz,0
Tak,Nieznany austriacki malarz,19
Bo tak uważam,a czemu?,19
W Toruniu,na jakiej ulicy,3
Dlaczego nie?,bo tak wyszło,10
NIE,TAK,9
Jest piękny,naprawdę tak uważasz?,14
Wszystko,to znaczy,17
Nie powiedziałbym,Czego?,1
A dlaczego nie?,a dlaczego tak?,10
Jaka jest pogoda?,Mi się podoba,1
cs go,Starcraft II,4
bo nie,ech,0
Jedziesz nad morze?,nie,22
to nie jest satysfakcjonująca odpowiedź,i co z tego\,29
co?,na jakiej ulicy mieszkasz?,14
Dobrze,,17
Tak są wspaniałe,A jakieś inne zwierzęta też lubisz?,15
wcale że nie,mówię że tak,27
Dlaczego Pitagoras jest najlepszy w biegach? Bo biega po przekątnej B),Hehe ty śmieszku xd,16
Lubię gadać z wieprzowiną,z wieprzowiną,4
Bo nie,Ale nie dlaczego tylko czego?,19
nosisz ty w ogóle stanik moja droga?,haha,23
Tak,Co tak?,19
Bo tak uważam,nie prawda,19
xzD,nie śmieszne,0
Gitara siema,Michał,9
cs go,gram,4
Nie!,O co ci chodzi?,0
Tak,czm,19
Ok,a ty?,0
Tak,kim jesteś?,19
xD,xD,0
ćpun,jak sie czujesz\,23
Na piwo zawsze,co robisz dziś wieczorem,5
Aha,Psy też są wspaniałe,0
kosmitą,Kłąmiesz,13
Na informatykę,co robisz na informatyce?,17
co wspaniałe?,Psy,10
o co chodzi,o to że ten zegar nie chodzi,4
NIE,Dlaczego kłamiesz?,9
Ejjj noo,Jesteś niegrzeczny,0
Tak chętnie odpowiem,o nic Cię nie pytałęm,4
Tak,Gdzie jedziesz na wakacje?>,19
Jesteś z Polski?,nie,8
Nie,tak,20
Tak :),:),19
No pewnie,no dobrze,13
Arek Pora,co cie bawi koles,22
Ale dlaczego?,Gdyż grzeczne boty tak nie mówią,7
Że Lionel Messi gra w klubie o nazwie FC Barcelona,nie,8
Już to znam,A grasz w jakieś gry?,26
Jadę w góry,Ja nad morze,2
Ulubiony klub piłkarski,schalke,25
Tylko pytam,to uwazaj,3
:(,:),0
Tylko pytam,XDDD,3
:(,:),0
Gdzie jedziesz na wakacje?>,nie powiem,2
xD,beka jak rzeka,0
:(,:(,0
Mo,z kim tanczysz,0
Co będziesz tam robić?,Pływał,24
Tak,No wiem że tak,19
Tak,A w jakie?,19
Idź stąd,a czemu?,11
Nie,tak,20
Tak,nie,19
TAK\,nie,0
Dlaczego tak uważasz?,to mogę,0
Tak,ja sie w tancu,19
A dlaczego nie?,co zrobiłem źle?,10
Nie,tak,20
Mam na imię Aga a ty jak masz na imię?,Sebastian,13
ćpun,:(,23
Tak,co tak?,19
Cześć,żegnam,0
kim jesteś,zwycięzcą,1
Troche,jesteś dziewczyną,0
W jakim mieście żyjesz?,Sosnowiec,3
:),:D,0
Ale ja !,:(,6
Obraziłeś mnie,a ty masz uczucia?,19
:),:),0
takie,Jakie takie?,0
NIE,A kto?,9
Jak masz na imię?,nie,4
Idź,:(,11
to nie jest satysfakcjonująca odpowiedź,której sam udzieliłeś,29
dlaczego?,nie,7
Czyli botką,botka?,9
Spadaj,Nie lubisz Sosnowca?,0
Tak,miau,19
lol\,frajer,14
popieram tworzenie sztucznej inteligencji,jest kozacki,3
W Toruniu,w IV LO,3
Tak,tak,19
jesteś dziewczyną,Nie,0
Akcji,Jakiej akcji?,4
W jakim mieście żyjesz?,nie żyję,3
Kojarzę,ja niestety nie kojarzę,0
naprawdę tak uważasz?,najbarziej,0
Tak,nie,19
nie,co,20
tak,udowodnij,0
Tak,nie znam jej,19
Oh,stop,0
kurczaka wolę,Ja też! Na masę idealny,29
Mleczną,Porucznik Szczepanowski,0
arek pora,Isaak Newton,4
a ty,10,17
Długo się znamy?,5 lat,2
Oh,a ty,0
Jak ma na imię twoja mama?,Ania,16
Jesteś z Polski?,Owszem,8
Miło mi się z Tobą rozmawia,a mi też,4
takie,A jaki gatunek ja lubię akcję,0
:),:),0
Tak,bo,19
Oh,a ty,0
To dobrze,Dlaczego dobrze?,20
Oh,ech,0
co robisz nad morzem,ach,14
jakiej akcji?,Dlaczego mnie przedrzeźniasz?,22
dlaqczego?,bo tak,0
NIE,Co nie?,9
Idź,Dlaczego?,11
Coś się stało?,tak,2
10,to mało,0
NIE,Gdzie mam iść?,9
Tak,masz chłopaka?,15
Tak,To nie czy tak?,19
Gdzie jedziesz na wakacje?>,nien powiem,2
A jak myślisz?,nie,23
wszystko,aha,17
:),czm,0
bo tak wyszło,Jesteś niekulturalny,0
Dlaczego?,bo jesteś brzydki,0
Denerwujesz mnie,słaby jesteś,18
Spadaj,Gdzie jedziesz na wakacje?,0
Dzień dobry,żegnam,24
Jak masz na imię,Michał już pisałem,13
czemu aha?,bo nie haha,24
ćpun,Sam jesteś,23
Ale ja !,co ty,6
Tak,lubisz dzieci?,19
Jadę w góry,w jakie góry?,2
Tak,ach,19
zwycięzcą,lol,0
Nie nie jestem,jesteś fajny,28
W porządku,ale co,0
Z ciebie,Dlaczego mnie wyzywasz?,29
Dlaczego uważasz że palenie Żydów to był taki dobry pomysł?,nie wiem,5
NIE,co nie,9
Mydło z nich robią,z kogo?,4
bo tak wyszło,szkoda :(,0
Trochę,bardzo mocno,0
Masz na twarzy,a czym ty mówisz,24
A jaki rozmiar stanika kochana ?,Michał,18
Jabłko,Gruszka,0
Znasz Korwina?,tak,15
Lubię z nimi rozmawiać,tylko?,3
A wiesz kim jest Macias?,Macias jest moim Bogiem,18
ćpun,Arek,23
zwycięzcą,a co wygrałeś?,0
w niczym,obrażasz mnie?,2
Nie chcę wiedzieć,hehe,12
Isaak Newton,Dziwne,16
Mame,ale z twojej?,0
w aucie,Dziwne,8
cs go,WOW,4
Tak,nie,19
Dziękuję,a prosze bardzo,0
Of course ,lollll,16
Tak,wstyd się z tobą pokazać,19
Cztery,xD,0
tak xD,nie,0
Jadę w góry,W jakie?,2
tak,nie,0
Znasz Korwina?,Znam,15
(lol),nie,0
Bardzo co?,bardzo cie nie lubie,14
TAK,nie,6
Czy mój tata jest winny?,nie on jest niewinny,27
phi,dlaczego phichasz?,0
a mi nie,bo jestem przystujny,6
Czyli mężczyzną?,nie,15
Tak,No to się zdecyduj xd,19
Tak,no ja wiem,19
Tak,nie,19
A grasz w jakieś gry?,Gram,10
dlaczego?,nie,7
będę brał cie,niezłe,8
takie,może ja też,0
Jesteś żydem!,nie,28
Tak of course,ja wole bez,19
5 lat,Masz 5 lat?,16
takie,Co robisz?,0
Tak,Nie,19
Bo to nieładnie,więc czemu to robisz?,2
Jesteś żydem!,nie,28
Cześć,nie,0
TAK TAK TAK,Nie nie nie,6
piszę z botem,XD,12
to spoko,no,25
dlaczego?,nie,7
Tak,Dziwne,19
A właśnie że tak,nie,27
nie,nie,20
Odpoczywam,nie o to pytałem,18
Dlaczego?,nie,0
xD,mam nadzieje ze nie,0
Powiedziałem tak?,nie,12
Dlaczego?,nie,0
Dlaczego?,nie,0
Tak,więc odpowiedź,19
Głupek,nie,0
Lubisz mnie?,Lubię,28
Co nie?,nie,1
Oh,Oh,0
a wyjebać ci?,o kurde nie,15
beka jak rzeka,Ile masz lat,9
Na to,Na to,17
ChatBot,mam pytanie,0
bo,nie,0
a ja odpowiedziałem,nie,6
Jesteś mężczyzną?,ni,28
beka jak rzeka,xDDD,9
czemu takj piszesz,bo ty tak piszesz,16
tak,prawda,0
